54.67,31.076,23.68,53.628,23.628,32.031,31.597,43.854,10.972,29.218,15.503,16.84,27.812,13.975,42.69,19.375,43.593,16.302,26.961,18.264,16.632,25.902,14.913,44.131,27.083,44.218,11.875,26.753,20.781,14.045,24.6,11.18,40.138,22.829,36.388,13.437,25.85,18.889,17.482,26.632,16.336,43.315,53.645,24.496,37.968,38.871,33.975,53.628,89.421,78.736,71.346,71.546,71.99,60.761
54.6,31.128,23.663,53.576,23.663,32.014,31.649,43.854,11.007,29.27,15.59,16.84,27.864,14.045,42.621,19.479,43.593,16.354,27.066,18.333,16.684,25.989,14.965,44.131,27.222,44.131,11.892,26.857,20.764,14.132,24.652,11.198,40.19,22.916,36.371,13.42,25.937,18.854,17.534,26.736,16.371,43.333,53.541,24.566,37.847,38.802,34.01,53.593,89.407,78.736,71.332,71.561,72.005,60.761
54.479,31.111,23.715,53.454,23.732,31.996,31.666,43.784,11.059,29.34,15.746,16.996,27.916,14.253,42.534,19.6,43.472,16.441,27.135,18.472,16.805,26.059,15.156,44.079,27.291,44.062,12.014,26.944,20.868,14.288,24.704,11.371,40.156,23.003,36.302,13.559,25.989,18.958,17.656,26.718,16.475,43.298,53.454,24.6,37.864,38.836,33.94,53.489,89.407,78.736,71.332,71.546,72.005,60.761
54.461,31.041,23.715,53.402,23.75,32.048,31.614,43.767,11.093,29.288,15.781,17.066,27.812,14.305,42.552,19.566,43.437,16.458,27.031,18.489,16.805,25.972,15.191,44.062,27.239,43.975,12.014,26.857,20.868,14.305,24.618,11.406,40.138,22.916,36.25,13.593,25.885,18.975,17.673,26.614,16.493,43.315,53.35,24.635,37.916,38.854,33.906,53.524,89.407,78.736,71.317,71.532,72.005,60.761
54.375,31.006,23.732,53.368,23.802,32.1,31.562,43.697,11.111,29.305,15.798,17.17,27.795,14.444,42.517,19.583,43.333,16.527,26.996,18.559,16.909,25.989,15.312,44.01,27.187,43.871,12.083,26.788,20.902,14.409,24.583,11.545,40.086,22.864,36.18,13.663,25.833,18.958,17.725,26.597,16.527,43.333,53.211,24.67,37.934,38.906,33.871,53.489,89.407,78.736,71.332,71.518,71.99,60.761
54.27,30.885,23.732,53.298,23.75,32.222,31.441,43.645,11.145,29.218,15.833,17.239,27.725,14.514,42.43,19.531,43.246,16.614,26.875,18.611,16.944,25.85,15.364,43.923,27.118,43.836,12.152,26.718,20.92,14.479,24.496,11.579,40.017,22.795,36.128,13.75,25.764,18.958,17.812,26.51,16.58,43.298,53.246,24.548,38.246,38.958,33.871,53.454,89.407,78.736,71.332,71.518,71.99,60.761
54.062,30.833,23.888,53.107,23.854,32.257,31.458,43.524,11.284,29.236,15.954,17.378,27.812,14.687,42.361,19.583,43.09,16.718,26.927,18.698,17.118,25.954,15.573,43.871,27.1,43.732,12.291,26.753,21.007,14.722,24.6,11.805,39.982,22.847,36.041,13.958,25.781,19.097,18.02,26.562,16.753,43.246,53.107,24.687,38.281,38.906,33.819,53.246,89.407,78.736,71.332,71.518,71.99,60.761
54.114,30.659,23.854,53.229,23.732,32.43,31.267,43.576,11.198,29.045,15.885,17.361,27.656,14.566,42.482,19.288,43.09,16.701,26.718,18.663,17.066,25.677,15.416,43.906,26.805,43.871,12.187,26.423,20.989,14.583,24.357,11.684,39.965,22.586,36.145,13.889,25.52,19.097,17.899,26.371,16.632,43.211,53.333,24.479,38.472,39.027,33.923,53.489,89.407,78.736,71.317,71.518,71.99,60.761
54.375,30.746,23.68,53.402,23.593,32.326,31.302,43.784,10.972,28.993,15.729,17.1,27.673,14.253,42.569,19.201,43.298,16.527,26.736,18.489,16.892,25.746,15.121,44.01,26.892,44.027,11.979,26.545,20.833,14.392,24.444,11.406,40.034,22.673,36.197,13.646,25.659,18.923,17.691,26.545,16.406,43.263,53.541,24.427,38.333,38.923,34.01,53.645,89.407,78.736,71.317,71.532,71.976,60.761
54.444,31.076,23.75,53.489,23.663,31.979,31.649,43.888,10.92,29.357,15.694,16.961,27.986,14.097,42.552,19.461,43.489,16.371,27.048,18.385,16.77,26.076,14.965,44.114,27.204,44.097,11.823,26.892,20.659,14.288,24.791,11.267,40.208,23.003,36.18,13.385,26.024,18.767,17.604,26.892,16.302,43.35,53.697,24.496,38.003,38.628,34.062,53.819,89.407,78.736,71.303,71.532,71.99,60.761
54.548,31.267,23.732,53.559,23.732,31.788,31.788,43.993,10.868,29.479,15.642,16.84,28.073,13.975,42.586,19.513,43.611,16.267,27.17,18.316,16.684,26.215,14.826,44.201,27.291,44.131,11.753,27.014,20.59,14.201,24.948,11.215,40.243,23.09,36.197,13.333,26.093,18.767,17.569,27.013,16.267,43.35,53.767,24.461,37.968,38.576,34.097,53.854,89.407,78.736,71.289,71.532,71.976,60.761
54.6,31.163,23.576,53.576,23.611,31.857,31.614,44.027,10.868,29.323,15.677,16.822,27.899,14.027,42.586,19.392,43.645,16.319,26.996,18.402,16.649,26.041,14.878,44.166,27.204,44.166,11.788,26.892,20.659,14.097,24.704,11.128,40.19,22.951,36.284,13.316,25.972,18.767,17.465,26.805,16.198,43.333,53.697,24.323,38.038,38.732,34.131,53.94,89.407,78.736,71.289,71.518,71.976,60.761
54.548,31.25,23.489,53.437,23.611,31.753,31.666,44.062,10.955,29.375,15.781,16.77,27.968,14.097,42.465,19.566,43.697,16.406,27.083,18.454,16.597,26.198,14.93,44.027,27.395,44.149,11.875,27.1,20.711,14.097,24.861,11.128,40.156,23.125,36.302,13.316,26.145,18.802,17.43,26.996,16.18,43.281,53.506,24.375,37.864,38.628,34.184,53.802,89.407,78.736,71.289,71.518,71.976,60.761
54.392,31.336,23.507,53.35,23.645,31.736,31.718,44.045,11.128,29.514,15.902,16.84,28.038,14.218,42.291,19.704,43.68,16.527,27.222,18.611,16.666,26.302,15.086,43.888,27.413,44.131,12.083,27.1,20.92,14.201,24.965,11.302,40.069,23.159,36.388,13.489,26.215,18.975,17.534,27.013,16.25,43.211,53.385,24.357,37.951,38.645,34.201,53.784,89.407,78.736,71.289,71.503,71.99,60.761
54.392,31.18,23.333,53.333,23.507,31.927,31.527,44.079,11.163,29.288,15.937,16.788,27.847,14.201,42.239,19.566,43.68,16.614,27.083,18.663,16.666,26.128,15.069,43.767,27.274,44.184,12.118,26.944,21.007,14.149,24.791,11.319,39.93,23.003,36.493,13.611,26.024,19.097,17.552,26.788,16.284,43.09,53.333,24.218,38.177,38.854,34.218,53.663,89.407,78.736,71.289,71.518,71.976,60.761
54.34,31.093,23.281,53.281,23.437,31.979,31.475,44.045,11.198,29.218,15.989,16.84,27.812,14.236,42.239,19.566,43.645,16.649,27.066,18.698,16.684,26.128,15.121,43.767,27.291,44.184,12.135,26.909,21.024,14.166,24.739,11.319,39.947,23.038,36.475,13.611,26.059,19.01,17.517,26.788,16.197,43.142,53.263,24.27,38.107,38.854,34.236,53.697,89.407,78.736,71.289,71.518,71.99,60.761
