33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.323,26.024,51.336,29.93,28.68,55.798,27.743,27.1,50.868,27.517,28.75,54.27,30.173,26.267,52.552,30.937,31.406,52.413,28.107,28.472,50.711,29.948,31.215,53.923,33.35,27.1,52.326,30.173,28.541,53.993,27.882,26.388,54.531,54.322,30.138,40.659,35.503,37.378,53.09,106.595,84.279,74.869,48.214,106.595,62.781
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.427,26.059,51.25,30.017,28.715,55.746,27.829,27.135,50.746,27.604,28.75,54.166,30.26,26.302,52.482,31.024,31.423,52.361,28.159,28.506,50.59,30.017,31.25,53.75,33.42,27.1,52.204,30.277,28.576,53.836,27.968,26.388,54.427,54.34,30.104,40.729,35.434,37.361,53.02,106.595,84.251,74.841,48.2,106.595,62.781
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.479,26.076,51.18,30.052,28.732,55.694,27.864,27.152,50.677,27.638,28.75,54.131,30.277,26.319,52.447,31.024,31.389,52.343,28.177,28.506,50.538,30.052,31.232,53.697,33.402,27.1,52.083,30.243,28.611,53.732,27.968,26.406,54.357,54.288,30.069,40.729,35.434,37.326,52.968,106.595,84.222,74.826,48.186,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.392,26.041,51.267,29.948,28.698,55.763,27.795,27.135,50.781,27.586,28.715,54.149,30.191,26.284,52.465,30.954,31.389,52.395,28.09,28.506,50.59,29.982,31.197,53.784,33.35,27.083,52.274,30.173,28.611,53.784,27.899,26.388,54.444,54.097,30.034,40.763,35.52,37.378,53.038,106.595,84.208,74.812,48.171,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.409,26.007,51.423,29.93,28.715,55.833,27.777,27.135,50.746,27.569,28.715,54.184,30.139,26.267,52.534,30.937,31.406,52.447,28.038,28.506,50.607,29.947,31.197,53.888,33.35,27.066,52.43,30.138,28.559,53.854,27.899,26.336,54.513,54.184,29.982,40.833,35.52,37.378,53.107,106.595,84.194,74.798,48.157,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.34,25.972,51.493,29.878,28.68,55.868,27.743,27.1,50.815,27.534,28.663,54.288,30.086,26.18,52.621,30.85,31.389,52.69,27.986,28.489,50.781,29.895,31.163,54.045,33.35,27.013,52.604,30.069,28.576,54.01,27.829,26.302,54.635,54.201,29.948,40.781,35.52,37.395,53.125,106.595,84.179,74.783,48.157,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.34,25.937,51.597,29.878,28.68,55.885,27.76,27.031,50.972,27.534,28.68,54.357,30.052,26.145,52.673,30.85,31.389,52.777,27.968,28.472,50.92,29.843,31.18,54.218,33.333,27.013,52.76,29.982,28.576,54.184,27.795,26.319,54.704,54.27,29.93,40.868,35.52,37.378,53.211,106.595,84.179,74.769,48.157,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.375,25.92,51.701,29.913,28.698,55.902,27.795,27.014,51.059,27.552,28.645,54.444,30.052,26.093,52.743,30.868,31.423,52.968,27.968,28.454,51.076,29.826,31.145,54.375,33.385,26.979,52.934,30,28.507,54.375,27.777,26.267,54.843,54.097,29.947,40.694,35.555,37.43,53.281,106.595,84.165,74.755,48.157,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.409,25.937,51.631,29.93,28.68,55.85,27.777,27.014,50.92,27.5,28.68,54.427,30.052,26.111,52.69,30.763,31.423,52.847,27.951,28.472,51.024,29.809,31.163,54.357,33.35,26.961,52.916,29.965,28.507,54.375,27.76,26.25,54.843,54.149,29.895,40.729,35.555,37.413,53.246,106.595,84.151,74.74,48.157,106.595,62.766
33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,33.333,29.392,25.937,51.562,29.913,28.698,55.798,27.743,27.031,50.885,27.465,28.697,54.409,30.034,26.128,52.638,30.781,31.423,52.881,27.968,28.489,51.041,29.809,31.163,54.34,33.35,26.979,52.881,29.982,28.541,54.322,27.777,26.284,54.791,53.975,29.878,40.416,35.538,37.413,53.229,106.595,84.136,74.726,48.157,106.595,62.766
